lemma,noun_roles_top,head_verbs_top,amod_top,compound_top,examples
novel,obj:25 | obl:19 | nmod:13 | nsubj:6 | appos:4 | nsubj:pass:2 | root:1 | compound:1 | conj:1,write:9 | work:5 | draft:5 | use:3 | read:3 | have:1 | make:1 | publish:1 | call:1 | set:1 | die:1 | feed:1,first:6 | whole:1 | entire:1 | second:1 | generate:1 | small:1 | last:1 | graphic:1 | different:1 | classic:1 | long:1 | high:1,length:2 | thriller:2 | fantasy:2 | form:1 | debut:1 | AI:1 | ya:1 | literature:1 | part:1 | pulp:1 | fiction:1,"So , essentially it has aspects of a long - form novel while also incorporating simple coding for the sake of branches and managing stats . || Now I 'm working on my first full - length novel . || This might be as simple as the placement of a comma in a sentence , or as complex as shifting points of view between chapters of a novel . || I was grappling with POV in the early stages of my novel ."
point,obl:34 | obj:22 | nsubj:5 | compound:2 | root:2 | conj:2 | ccomp:2 | xcomp:1 | appos:1 | nmod:1,use:7 | give:4 | get:4 | be:3 | take:2 | come:2 | look:2 | reach:2 | go:2 | develop:1 | shift:1 | find:1,various:1 | whole:1 | geographic:1 | key:1 | solid:1 | weak:1 | late:1 | strong:1 | main:1 | objective:1 | save:1 | good:1,starting:9 | pain:3 | plot:2 | bullet:2 | number:1 | overview:1 | couple:1 | jump:1 | view:1 | focus:1,"I think it will also create a higher barrier for entry for people who want to learn those trades since they 'd have to develop their skills to the point that they can outcompete an AI before they can even get their first job , which may not be feasible for people from lower income backgrounds . || Even using larger , more intelligent models , there 's rarely a point where I 've really felt like the AI is driving the creative decision - making . || Often , I try to seed potential points forwards in my responses , things that could be investigated , dialogue that could be continued , and while it excels at the dialogue and has , over time , gotten better at picking up on context clues or symbolism , it still struggles to give the impression of "" agency "" when left to its own devices . || This might be as simple as the placement of a comma in a sentence , or as complex as shifting points of view between chapters of a novel ."
scene,obj:25 | obl:12 | nmod:11 | conj:9 | nsubj:8 | compound:1 | appos:1 | advcl:1 | nmod:poss:1 | acl:relcl:1 | nsubj:pass:1,write:4 | create:3 | take:3 | move:3 | work:2 | start:2 | exist:2 | flesh:1 | involve:1 | want:1 | give:1 | have:1,current:2 | social:2 | creative:1 | virtual:1 | own:1 | various:1 | specific:1 | result:1,media:1 | marketing:1 | writing:1 | filming:1,"When in my initial drafts , I may also brainstorm with AI in order to flesh out a scene ; specific sensory details , etc . || Still , in terms of the authenticity of character portrayals or its ability to create a scene , there are times I 'd find myself pleasantly surprised by how it took the loose fundamentals of a world I gave it and ran with it . || That , or it tends to hyperfixate on certain motifs and themes , sometimes even on incorporating characters that were made previously even though they have no reason to be involved in the current scene . || I really like to use AI tools when I just ca n't find a good reference image for a pose I 'm trying to capture or a lot of the times I love using AI tools when I really need extra help with composition and scene layout ."
bit,obl:unmarked:34 | obj:19 | obl:5 | conj:4 | nsubj:4 | nmod:unmarked:2 | advcl:1 | nmod:1,take:5 | save:3 | give:3 | be:3 | have:3 | feel:2 | use:2 | come:2 | feed:1 | see:1 | drive:1 | evolve:1,little:6 | good:3 | fair:2 | sharp:1,metal:1,"I would n't say anything has hugely changed since we started using it , except that it helps save a bit of time and energy on some tasks . || I do tend to collaboratively write with AI , asking it to assume the role of a dungeon - master or character ( s ) while feeding it quite a bit of lore . || Let 's say that the AI was asked to compare my own paintings to the work of artist Cy Twombly - this could conventionally be seen as a bit of a stretch , since Cy Twombly 's art is only mildly similar to my own . || A lot of the content it generates is ' good enough ' and the average consumer might be impressed by it - a bit like ' fast food ' ."
one,nsubj:19 | obl:14 | root:8 | obj:8 | conj:5 | appos:4 | nmod:4 | advcl:3 | compound:2 | nsubj:outer:1 | xcomp:1,find:3 | work:2 | have:2 | start:2 | feel:2 | synthesize:1 | answer:1 | design:1 | use:1 | go:1 | stand:1 | like:1,first:4 | current:2 | good:2 | right:2 | modern:1 | own:1 | write:1 | generic:1 | big:1 | hard:1 | 5th:1 | online:1,weapon:1 | AI:1 | business:1,"Another one is song names . || Sometimes it 's way off in the first one ( often too cheesy or mystical sounds eg. "" Haunted Echoes "" ) . || I was finding different dance syllabi on different websites and synthesizing them into ones that I would use for class . || So for this in particular I was asking the AI to assume the role of various characters , each with their own unique goals , each one of them a moving part in this little microcosm ."
task,obl:29 | obj:17 | nmod:7 | nsubj:6 | conj:5 | acl:relcl:1 | xcomp:1 | root:1 | dislocated:1 | parataxis:1,use:10 | handle:4 | spend:3 | do:3 | help:2 | automate:2 | have:2 | get:2 | fall:1 | save:1 | replace:1 | make:1,creative:8 | administrative:6 | technical:3 | more:3 | mundane:2 | tedious:2 | other:2 | different:2 | certain:2 | rote:1 | typical:1 | broad:1,admin:6 | photoshop:1 | planning:1 | function:1 | publishing:1 | creation:1,"I 'm much more interested in it helping with technical tasks . || Again , I 'd rather it be used for technical tasks or brainstorming than for actually being any sort of creative driving force || Hopefully we see more advanced tools for technical tasks ! || To be honest I find that AI tools are most useful for automating admin tasks , rather than as part of the creative process ."
year,obl:30 | obl:unmarked:23 | nmod:7 | obj:2 | nsubj:2 | compound:2 | conj:1 | appos:1 | advcl:1,make:3 | work:3 | spend:2 | change:2 | take:2 | have:2 | happen:2 | die:1 | increase:1 | go:1 | progress:1 | base:1,few:17 | next:16 | last:4 | past:2 | come:2 | previous:1 | intervene:1 | more:1,couple:1 | school:1,"This means that I create a short piece of chorography in each of the styles that are tailored to the students ' level , the choreographic style I 'm going for , and sometimes other factors such as the time of year . || My concerns are with people and companies trying to abuse AI by using it as a replacement for artists and creatives like myself who 've spent years training and honing our skills . || She remembered that I designed a banner for the store 's manager who had died the previous year . || I would hope that it would evolve to become more sophisticated over the years , involving less back and forth ( as the wedding photos ) and being able to give me "" parts "" that I can use to assemble a whole — isolate these people and make the shadows come from the other side , extract this text , generate a sunset with clouds shaped like hearts , but not too "" clean , "" then I could just focus on making it look natural ."
day,obl:unmarked:24 | obl:18 | nmod:14 | compound:6 | conj:3 | nmod:unmarked:2 | root:1 | obj:1,be:3 | go:3 | do:3 | replace:2 | spend:2 | use:2 | make:2 | exist:1 | create:1 | post:1 | pursue:1 | take:1,next:2 | single:1 | early:1 | most:1 | multiple:1 | few:1 | specific:1 | other:1 | good:1 | modern:1 | bad:1 | safe:1,hour:2,"I 've gone from being able to produce 2000 words of polished , professional content to well over 5000 words each day || My main concern is that one day my job might not exist if AI continues to improve and no longer needs human oversight , as it currently does . || That being said , it could be used to create lower quality "" filler "" content based on what the algorithms show is popular , which would still take jobs away from people since there is a lot of that type of streaming content being created these days . || I really hate coming up with captions , especially because I 'm posting so many different types of content every single day between two schools ."
word,obj:27 | obl:14 | compound:9 | nmod:7 | conj:4 | nsubj:3 | appos:2 | root:1,change:4 | get:4 | write:4 | find:4 | use:3 | produce:2 | create:2 | italicize:1 | delete:1 | near:1 | tend:1 | have:1,right:5 | correct:2 | thematic:1 | own:1 | other:1 | specific:1 | satisfy:1 | give:1 | different:1 | good:1 | few:1,master:1,"Sometimes , when it comes time to add lyrics , I 'll ask ChatGPT or Claude for lists of interesting word pairings . || Again , I 'll have an LLM drop a list of thematic words or pairings to get ideas flowing for song names . || I 've gone from being able to produce 2000 words of polished , professional content to well over 5000 words each day || * I really hate * My bad , I 'm gon na be so honest I accidentally started italicizing my words and was trying to fix it hahahaha ."
concern,obj:27 | nsubj:14 | nsubj:outer:10 | nmod:6 | root:3 | nsubj:pass:3 | obl:2 | conj:1 | parataxis:1,have:26 | be:5 | become:4 | exist:1 | result:1 | make:1 | diminish:1 | garner:1 | feel:1 | write:1 | happen:1 | effect:1,main:5 | huge:2 | only:2 | other:2 | big:2 | secondary:1 | ethical:1 | particular:1 | top:1 | great:1 | few:1 | many:1,,"My main concern is that one day my job might not exist if AI continues to improve and no longer needs human oversight , as it currently does . || A secondary concern is that this could result in a lot of terrible AI content being produced , changing what SEO looks like || I do have a concern that people will become creatively lazy , just using AI because it 's easy and fast . || My concerns are with people and companies trying to abuse AI by using it as a replacement for artists and creatives like myself who 've spent years training and honing our skills ."
business,compound:21 | obj:16 | obl:11 | nsubj:7 | nmod:5 | conj:4 | appos:1 | root:1,make:4 | work:3 | run:2 | want:2 | get:2 | grow:2 | treat:1 | be:1 | design:1 | use:1 | write:1 | promote:1,small:3 | main:1 | creative:1 | ethical:1 | many:1 | own:1 | current:1 | entire:1,service:1 | funeral:1 | monument:1 | legacy:1 | entertainment:1 | photography:1 | wedding:1 | art:1,"I use AI tools for brainstorming , asking quick questions about technique and theory , general admin , copywriting , emails / comms , and also business planning . || I run a small business / hobby ( technically a business , since I make money from it and treat it as a business ) doing fantasy map commissions for independent authors and DnD players . || But I do n't want my brand and my business image to be so heavily tied to AI and the stigma that surrounds it . || Well , it 's just me working in this business , and the generative AI I use is only capable of generating images ."
media,compound:30 | nmod:13 | obl:8 | conj:6 | obj:4 | nsubj:2 | nsubj:pass:1 | vocative:1,create:3 | change:1 | read:1 | start:1 | manage:1 | offer:1 | grow:1 | edit:1 | use:1 | come:1 | help:1 | go:1,social:37 | digital:2 | other:1,legacy:1,"Hmmm — I 'm a media composer . || Over the past 6 months , I began to work closely with the social media side of things at my Martial Arts locations ( they 're sister schools ) . || I find AI can easily replace social media managers one day , which is essentially my job and honestly my dream is to pursue it head on one day . || Before AI , I dedicated more time to researching what was changing with social media , keeping up with new features , etc ."
