lemma,subjects_top,objects_top,xcomp_top,ccomp_top,obl_top,examples
combine,that:2 | brain:1,it:3 | several:1 | image:1 | bam:1 | all:1 | idea:1 | number:1 | force:1,,,one:2 | detail:1 | music:1 | that:1 | error:1 | component:1 | song:1 | knowledge:1 | piece:1 | intelligence:1,"For the art that I sell , I often employ generative AI imaging services ( such as Midjourney ) and combine it with details I craft . || Again , the AI did n't give me something better , but by combining and refining its suggestions I was able to reach something I was happy with . || I took the general idea of each , for example , one bundle idea was about doing art with the changing seasons , and I took another idea I had previously and combined it with the AI one . || If a video was purchased , then I would have to sift through the video clips to find the best ones , put them in Premiere Pro , set the sequence based on the natural flow of the property , and then combine it with background music ( cutting clips to a downbeat ) , and making any minor color correcting edits"
automate,person:1 | that:1,task:2 | part:2 | process:2 | music:1 | editing:1 | piece:1 | aspect:1,,,,"To be honest I find that AI tools are most useful for automating admin tasks , rather than as part of the creative process . || I imagine that if a human VFX designer could use AI tools to automate some parts of the process , it could save a lot of time and money in what is currently an expensive and time consuming process , allowing us to create more realistic looking and exciting visual effects quicker and for less money . || The concern I would have is that the ability to automate the artistic process , like a 2D drawing , makes it so easy that it could broadly disincentivizes other artists from entering the field growing up . || I worry about people automating their music so much that the artistic economy collapses , and I worry about our artistic expressions getting buried beneath it all ."
adapt,they:1 | who:1 | I:1,they:2 | one:1,good:1,,reality:1 | to:1 | future:1 | tool:1 | offering:1 | novel:1 | lore:1 | what:1,"AI companies need to adapt to these realities or there wo n't be anything for them to adapt to in the future . || But if companies are able to adapt and make their environmental impact negligible , then I could see AI becoming a mainstream and accepted tool like a quicker and more efficient Grammar Check on Word . || I use AI in this way both with descriptions for concepts ( novel or adapted ) , or sometimes just word choices . || Those who adapt best to the tool will benefit from it , even in the creative fields !"
affect,it:5 | AI:1 | process:1 | this:1,I:2 | area:1 | stability:1 | work:1 | it:1 | anything:1,,,depth:1 | all:1,"I do n't see photography as immediately being as negatively affected by AI as much as illustration , music production , writing etc . || Everyone ( I think ) has concerns about how AI affects their area of work , both now and in the future . || As I do not use AI on this level it does not affect me to that depth . || I needed to figure out whether the process of growing lab meat and the quality of the final product would be affected by the lower gravity on Mars ."
clean,edge:1 | that:1 | I:1,scratch:1 | script:1 | note:1 | it:1 | mesh:1 | issue:1 | artifact:1,,,restoration:1 | I:1 | image:1 | fill:1,"In Photoshop , this can be as easy as selecting a color range and knocking back the background or isolating the solid - color logo , but then you have to account for warp and any artifacts around the edges of it , which can be a pain to clean up . || The AI is just doing the things I 'd rather not do , like poring over pixels of trees to ensure everyone is blended just so , or cleaning up scratches in photo restorations . || The episode should be out in 2 weeks , so I am working on research now and will return with a tentative script that a model will help me "" clean up , "" or edit for recording . || But then I return to see if there is any advice the model might give me on "" cleaning up "" the script to make it flow more like a seamless story ."
remember,I:7 | she:1 | it:1,name:2 | thing:1 | that:1 | type:1,think:1 | take:1 | read:1 | use:1,design:1 | push:1 | do:1,area:1 | month:1,"She remembered that I designed a banner for the store 's manager who had died the previous year . || It used to be that failing to remember the name of that one actor in that one flick used to keep a person up at night . || Sometimes I do agree , but I have to remember that it is often pushing things toward a more ' generic ' template , so it 's important to keep my voice in the writing as well . || I asked the model if this would be problematic , but I remember thinking that its answer was too woolly to be helpful ."
paste,I:3 | they:1,everyone:1 | bunch:1 | all:1 | it:1 | body:1 | response:1,,,Photoshop:1 | window:1 | transcript:1 | on:1 | shape:1 | blender:1 | system:1,"I was able to use AI to composite some "" good "" grandparents together , then in Photoshop I pasted everyone in , moved some people around in front of T - shirt guy ( he was tall ) , toned down said shirt , then ran a copy of it through an AI tool to smooth some things out , then checked everything back over in PS to ensure it looked realistic , no floating hands , etc . || While its ability to synthesize philosophical concepts is not perfect , it is a useful sounding board and can also help critique text 's from philosophical papers and books that I copy and paste into its chat window . || I then tend to copy - paste a bunch of the more interesting claims into a detailed outline and ask another ( usually different AI ) to fact check everything I might use for the article . || I struggle to write my own summaries , so I just paste in my transcript and ask the AI to summarize it for me , using a specific tone , and keeping SEO and my ideal listener in mind ."
iterate,I:5,idiom:1 | thought:1,,,concept:1 | illustration:1 | multitude:1 | character:1 | term:1 | problem:1 | spot:1 | feedback:1 | on:1 | backlog:1,"I 've also used Firefly and Stable Diffusion to iterate on initial concepts for illustration jobs . || AI allowed me to easily and quickly iterate on my base illustration into a multitude of new versions . || I completed my base illustration by using a hand drawn image that was modified in Firefly , iterated on , then redrawn again by hand . || I also used it as a way of iterating idioms , which where part of a joke in a character 's dialogue - the dialogue was n't sounding quite right , or quite as funny as what I was reaching for ."
mix,I:1 | it:1,music:2 | genre:2 | plugin:1 | audio:1 | color:1 | record:1 | it:1 | show:1,,,studio:1 | fact:1 | future:1 | audio:1,"Oh I should mention I also use some machine learning mixing plugins like iZotope Ozone and Sonible Smart :EQ . || I work with clients to record and mix their original music . || I 'm a musician , I compose music and mix the audio . || That was very helpful because I did n't have to go through the tedious task of mixing colors and doing a sample sheet to find the perfect shades ."
buy,I:5 | billion:1 | person:1,it:1 | plugin:1 | travel:1 | theory:1 | freedom:1 | model:1 | sticker:1 | thing:1 | lense:1 | equipment:1 | pattern:1,,,heartbeat:1,"If a machine could do that , I 'd buy it in a heartbeat . || But if there was a plugin that could take a melody or chord progression I 've written , and generate the beginnings of a form like a sonata or an example piece to give me an idea of how it would sound when finished , or automatically generate all the melodic alterations , ( retrograde , retrograde inversion , etc ) I would absolutely buy that plugin . || That 's what buys travel and coffee and things I need to live . || I also do n't fully buy the theories that "" everyone will just prompt and make their own books one day using AI "" because 1 ) not everyone is creative enough to even think up a subject 2 ) people are lazy , and 3 ) I think a lot of people will still prefer to read human writing ."
hate,I:10 | we:1,anthropomorphizing:1 | that:1,see:2 | do:2 | come:1 | admit:1 | live:1,take:1,,"I would hate to see a time where the art of dance becomes too uniform or "" cookie cutter "" due to the influence and use of AI . || I also would hate to see choreographers use it as a crutch rather than a tool . || * I really hate * My bad , I 'm gon na be so honest I accidentally started italicizing my words and was trying to fix it hahahaha . || I really hate coming up with captions , especially because I 'm posting so many different types of content every single day between two schools ."
craft,I:1 | narrative:1,prompt:3 | paragraph:1 | statement:1 | pitch:1 | introduction:1 | letter:1,,,client:1 | myself:1 | person:1,"I was able to use AI for this project to craft paragraphs I could then lightly rewrite to make sound more human . || I also use AI to assist in my written visual arts research , and in crafting artist statements for exhibitions . || For the art that I sell , I often employ generative AI imaging services ( such as Midjourney ) and combine it with details I craft . || I find I need to carefully craft the prompts and feed the AI creativity to get helpful feedback and responses ."
replicate,it:3 | I:1 | AI:1 | that:1,style:2 | image:1 | it:1 | stroke:1 | feeling:1 | smell:1 | life:1 | work:1,,,head:1 | Procreate:1 | brush:1 | prompt:1,"I could n't figure out the exact style I wanted , and could n't replicate the images in my head onto Procreate , nor could I figure out the right shape for the mountains , so I used AI to generate about 30 jagged mountains using a blotchy ink shading so that I could see a tangible , visual representation of what was in my head so I could better replicate it with the Procreate brushes I have . || I worry that true artists , like myself , will be entirely replaced by what is easily replicated by AI . || It ca n't replicate the strokes of paint that I put on the shoes . || It ca n't replicate the earnest feeling that is dug into every pen stroke on a drawing that I pour my heart into ."
catch,I:4 | checker:1 | writer:1,anything:2 | hallucination:2 | it:2 | everything:1,make:1 | collaborate:1,,country:1 | tool:1 | stuff:1 | loop:1,"I 'd say it primarily has just become a bit faster and easier , like when I used to do all manual proofreading / editing , it took a lot longer because I would read and reread , literally forward and backward , to make sure I caught everything , and then I would do word level , sentence level , and paragraph level edits , with multiple rereads for each . || One thing it also does is to catch anything that may be slipping through the cracks and reminds me to follow up . || I 've caught many hallucinations in my research ( not just legal , but it seems to be more common in that area for some reason ) . || But I do n't need an AI to apologize to me when I catch it making stuff up ."
wait,we:1 | they:1,it:1,see:1,,inspiration:3 | point:1 | idea:1 | swing:1,"Rather than wait for inspiration to come to me , I can make my creative process move faster by trying to be more active / targeted . || If I was totally blocked I 'd stop and do something else to wait for inspiration to strike . || I write in the middle of the night , so having AI to answer a question that is stumping me is far better than waiting a week for someone to get back to me . || A quick brainstorm with a chatbot or a visualization with an image generator often facilitates my workflow into being proactive rather than simply waiting around for inspiration to strike ."
notice,I:8 | AI:1 | they:1 | you:1,lot:1 | myself:1 | that:1 | potential:1 | which:1,,understand:1 | be:1 | have:1 | look:1 | try:1,week:1,"I 've also noticed a lot of these services just straight up do n't understand musical terms at all in my prompt , even if it 's something as simple as "" give me an upbeat string quartet in this key at this tempo . "" || Initially , I come up with elements of the design and pitches for scenes and , once something is tangibly formed in my mind or on paper , AI comes in to find the deeper connections between the two pillars of writing and design that I missed but that I would probably have noticed myself across weeks or months . || Do I have the instinct to pitch things at a higher and higher hit - rate that go on to become things that the AI notices greater potential in ? || I have had too many experiences where AI has provided me things that are blatantly incorrect and I 've only noticed because I 'm already familiar with the topic ."
stand,I:2 | it:1 | they:1,,look:1,,hill:2 | crowd:2 | unique:1 | one:1 | setting:1,"The author gave me a story outline for the trailor , 5 - 6 scenes or ' moments ' he wanted short videos or images for - such as a scene walking through a favela , or standing on a hill above the city . || As it stands , I am the sole driver of creative decisions , based on years of experience , exposure and personal taste . || There is n't a set formula I follow to pick which idea to have , I just go with my gut and the one I felt stood out as the most unique and also one I was obviously able to make . || Nothing has really changed with my creative work since using AI , by using Gemini it has enabled me to create new ideas to make my business thrive and showcase my work and stand out from the crowd but I do still also create my own ideas too ."
seek,I:3 | developer:1,role:2 | unknown:1 | tool:1 | way:1 | funding:1 | voice:1 | work:1 | enjoyment:1,tighten:1,,,"AI certainly makes some things more accessible , but it also mimics the known instead of encouraging people to seek the unknown . || I predict I will continue to seek out AI tools that are multi-functional so I do n't have to flip from one piece of software to another to create products that meet my design and content standards . || My hope is that AI developers will seek ways to make the process of relying on human input and feedback with models so that human creativity is not lost forever . || Generally , I will come up with an idea for a screenplay , write it and then try to find a creative team to work with to seek funding ."
accept,I:3 | client:1 | shift:1,that:1 | illness:1 | what:1 | sound:1 | commission:1 | art:1 | edit:1 | job:1,,part:1,professional:1,"These are things that a client would n't accept from a paid professional , and it 's concerning to see where some companies "" cheap out . "" || But if companies are able to adapt and make their environmental impact negligible , then I could see AI becoming a mainstream and accepted tool like a quicker and more efficient Grammar Check on Word . || So through discussions with a couple of models I was able to decide on 8 categories , with each one having 4 smaller devotionals , and 1 that was more comprehensive , so that it was essentially 8 sets of 5 devotionals , with each covering an area like accepting your illness or God 's path , understanding why God allows illness in His followers and how He uses it , and ways that we can still serve and God can still use us , despite , or even because of , our challenges . || I am pretty solid on image generation now , whenever I can get past preconcieved notions of what I think an image should look like and accept what I am given ."
act,it:5 | they:1 | AI:1 | that:1,more:1,,,reader:2 | guide:1 | tool:1 | identifier:1 | time:1 | page:1 | mentor:1 | collaborator:1 | mode:1,"Likewise , I may occasionally ask my AI to take on a particular character to have a conversation about them , and then compare its interpretations to how I * feel * they would genuinely act . || In these cases I do n't ever take the ideas suggested , but let them act as a guide to slingshot my mind to an adjacent idea . || Basically , it acts as a search engine / feedback tool . || So , it can act as a helpful impartial gap identifier and an organised assistant ."
achieve,it:1 | lot:1 | that:1,vision:2 | tone:1 | job:1 | what:1 | goal:1 | that:1,,,expenditure:1 | own:1,"I felt positive about the experience , as using AI helped me achieve a consistent tone and saved a lot of time from having to research things and write from scratch || Doing it this way lets the author achieve their vision with as little expenditure as possible . || A lot of benefit can be achieved by being mindful about how you feel about feedback as a creator . || This has allowed me to get much closer to what I was trying to achieve than attempting to do it all on my own ."
determine,I:1,thing:1 | what:1 | tool:1 | frequency:1,,focus:1 | create:1 | suit:1 | appropriate:1 | impossible:1 | viable:1 | move:1,conversation:1,"I used VidIQ 's Optimize features to get recommendations for titles and test refinements to my description and determine what keywords to focus on . || In the past few months , a few of the things I 've used AI tools to research are the Coriolis effect ( working out the likely movement of storm systems off a particular coast ) , binary star systems ( assessing the possibility and possible configurations of livable planets orbiting a star in such a system ) and properties of iron vs. steel and the history of creating steel ( determining whether a weapon bind in a fight could create sparks ) . || I had developed a planet with a specific set of characteristics that I needed for the purpose of the story , but it was not Earth - like , so I asked AI to help me determine things like weather and day / night cycles and what color the sky would be and , most importantly , what other things might be different which I had n't even thought about . || If I 'm doing original writing , I will come up with an idea for a story , determine whether it 's best suited to TV or film , then start to ideate on story , characters etc , until I have a sense of the overall plot of the feature or pilot / first season of the TV show ."
settle,I:5 | we:1,that:1,,,name:2 | which:1 | process:1 | art:1 | alternative:1 | help:1 | story:1 | something:1 | one:1 | world:1 | show:1 | what:1,"It 's often challenging to get AI to respond the way I envision , though , and I am often left with a final product that I have to "" settle "" for . || I then asked it to generate examples a few more times before settling on which of the examples I thought was closest to my intention . || After inputting my initial ideas , I was able to conversate back and forth until I settled on the perfect name . || After settling on a name , I continued to consult it to come up with a fun slogan so staff members would know not to expect anything super great from the machine , as it is truly just a fun little game to boost morale ."
direct,I:3,AI:3 | model:2 | worker:1 | it:1 | process:1 | traffic:1 | website:1 | I:1,,,case:1 | image:1,"So I feel as if i am directing a non-compliant worker sometimes haha so I think it is just all part of the process . || I would say I have almost exclusively been directing it , and found that to be the number one pain point in terms of my direction being lost from say prompt to image generation or image editing . || I feel like I am driving the decisions because I have a clear idea in my head and am directing the AI to help create a usable document based on that idea . || I understand what I want my final image to look like , but it 's difficult to "" art direct "" the various models ."
maintain,I:2,voice:3 | integrity:2 | continuity:1 | guardrail:1 | account:1 | control:1 | website:1 | authenticity:1,,,creative:1 | self:1 | process:1 | artwork:1 | actor:1,"The AI feels like it is concerned with what will make successful ( not a bad thing at all ) , but not necessarily with maintaining my voice . || If AI becomes more advanced and more seamlessly integrated in certain fields , I could see myself using it for administrative tasks and information tracking , like the aforementioned moon phases and estimating travel times , or things like creating timelines to help maintain continuity . || Keeping in touch with me as a person helps me maintain those guardrails when using AI . || That said , using AI as an assist , rather than letting it do the actual core , creative work , allows me to maintain my integrity as a creative ."
push,I:2 | AI:2 | it:1 | you:1,button:2 | it:1 | thing:1 | boundary:1 | limit:1 | content:1 | I:1,,,template:1 | way:1 | towards:1 | part:1 | what:1 | web:1 | shape:1 | end:1,"I did n't push it to help creatively too much , but the outline structure was developed with it . || Sometimes I do agree , but I have to remember that it is often pushing things toward a more ' generic ' template , so it 's important to keep my voice in the writing as well . || I think people tend to take the easier route if it 's available , so I imagine more mediocre ( no offense ) generalized content , as opposed to content that is challenging or pushes the boundaries . || It reminds me of when Photoshop was first being adopted as an industry standard for art creation , and people who did n't understand how it works were under the impression that the computer is doing all of the work , like you just push a button and it paints a picture ."
steal,I:3 | Works:1,work:2 | idea:2 | artwork:1 | anything:1 | style:1,,,I:1 | member:1,"Works get stolen and used without attribution or permission . || I 'm also slightly concerned about the use of AI stealing work to generate images for people who want to call themselves artists but lack the proper skills , training and experience . || But , I figured that I 'm not stealing work , I 'm not using the images themselves as the assets , and I 'm only using the images as inspiration instead of the end product . || I do n't want to be accused of stealing artwork , or stealing ideas and styles and designs ."
engage,I:3,staff:1 | AI:1 | creativity:1 | tool:1,,,it:1 | initiative:1 | learning:1 | participant:1 | conversation:1 | tool:1,"Sure , but I am not sure that functionality is important enough for developers to want to engage with it . || I am often engaged in change initiatives , such as workplace culture , and create extensive interactive training files meant to engage staff in responsive learning . || I have successfully used AI augmented reality tools and that was lots of fun and very engaging for workshop participants . || This saved me time which allowed me to focus more on producing engaging content rather than merging files and working with tools that do n't always like to blend together ."
fall,it:2 | task:1 | which:1 | standard:1,victim:1,,,team:1 | realm:1 | scope:1 | habit:1 | area:1 | hunt:1 | trap:1 | loop:1,"There is no HR department on film or TV productions usually so those tasks fall to the production management team who are not necessarily HR experts , so it 's helpful to use AI to draft something that has the right tone . || It helped me decide to also paint a fallen tree and wild berries . || One of the projects that I work on the most is basically the creative part of the process for selecting and preparing an episode for my history podcast , which falls more specifically into the realm of ASMR History for sleep . || When the show becomes scripted , it falls apart ."
attempt,I:3 | ai:1 | job:1,conversation:1 | which:1,do:2 | provide:1 | create:1 | teach:1 | use:1 | emulate:1 | force:1 | make:1,,myself:1 | which:1,"So I find that the Ai attempts to provide suggestions or edits that are often not aligned directly with the direction I want to take . || It seems to get progressively better at understanding humans , so that could be helpful in character based stories , comedy and just curated suggestions that align more closely with what I am attempting to create . || This has allowed me to get much closer to what I was trying to achieve than attempting to do it all on my own . || When the AI writes it , I can read it and if it does n't make sense to me , then we have a conversation until it does , rather than me attempting that conversation with myself and getting confused ."
face,I:4 | presentation:1 | graduate:1,challenge:1 | block:1 | direction:1,,,project:1 | advertisement:1,"Personally , I feel like it has the potential to be exactly the way you described it , a valuable support system for when I 'm mentally fatigued or facing difficult challenges with technical aspects of the work I do . || If they do it in their public - facing materials , where else are they cutting corners ? || If I 'm facing serious artist 's block , I 'll have it make some designs for me to gain inspiration from . || To help me , I had the model make a few different shoe layouts for me , each with the characters facing certain directions ."
fear,I:9 | much:1,,,rely:2 | take:1 | enter:1 | able:1 | create:1 | put:1 | less:1 | lead:1,world:1 | book:1,"I do fear that AI could take over writing . || Broadly speaking , I fear we are entering an era where humans have no original ideas . || I do fear I will rely on it more and more , even though the intent exists to avoid this . || In the broader art world , I fear people will rely too much on AI to come up with creative ideas ."
apply,I:3 | that:1 | physics:1 | this:1,that:1 | it:1 | tactic:1 | processing:1 | decal:1 | research:1,,,what:1 | heat:1 | project:1 | all:1 | piece:1 | anything:1 | writing:1 | graphic:1 | job:1,"Additionally , I would love ( and not be surprised ) if AI could eventually learn my choreography style and apply that to what it tells me . || A typical project to me could be designing a logo for a T - shirt , cutting this into vinyl and then applying it with heat . || It would be helpful to have an assistant that could memorize and piece together the patterns I have used in other projects that were successful and apply the same personalized "" tactics "" to future projects that may not be as agreeable . || I fed the almost complete articles into a chat and asked the model to come up with 3 different pros and cons for each product mentions using information from the articles and the models knowledge of the products as a whole , stressing that each one should be different from the others and the model should avoid using generic information that could apply to all of them ."
